Date,Views,Clicks,Conversions,CostPerAd,CTR,ConversionRate,CPC,Platform,CostPerConversion,Month
2023-01-11,4734,33,4,123,0.7,12.12,3.73,Adwords,30.75,January 2023
2023-01-13,5707,50,6,83,0.88,12.0,1.66,Adwords,13.83,January 2023
2023-01-15,4965,45,4,107,0.91,8.89,2.38,Adwords,26.75,January 2023
2023-01-15,5501,74,6,155,1.35,8.11,2.09,Adwords,25.83,January 2023
2023-01-16,4071,44,8,55,1.08,18.18,1.25,Adwords,6.88,January 2023
2023-01-17,4144,39,6,52,0.94,15.38,1.33,Adwords,8.67,January 2023
2023-01-19,3809,82,5,197,2.15,6.1,2.4,Adwords,39.4,January 2023
2023-01-20,4373,61,6,127,1.39,9.84,2.08,Adwords,21.17,January 2023
2023-01-21,5670,40,7,184,0.71,17.5,4.6,Adwords,26.29,January 2023
2023-01-21,5200,88,8,174,1.69,9.09,1.98,Adwords,21.75,January 2023
2023-01-24,5568,77,5,51,1.38,6.49,0.66,Adwords,10.2,January 2023
2023-01-24,4347,74,6,107,1.7,8.11,1.45,Adwords,17.83,January 2023
2023-01-24,4564,39,4,138,0.85,10.26,3.54,Adwords,34.5,January 2023
2023-01-25,5514,55,9,87,1.0,16.36,1.58,Adwords,9.67,January 2023
2023-01-25,5581,76,5,117,1.36,6.58,1.54,Adwords,23.4,January 2023
2023-01-26,4266,81,3,100,1.9,3.7,1.23,Adwords,33.33,January 2023
2023-01-28,5190,54,6,57,1.04,11.11,1.06,Adwords,9.5,January 2023
2023-01-29,4989,71,8,97,1.42,11.27,1.37,Adwords,12.12,January 2023
2023-01-30,4726,80,5,166,1.69,6.25,2.08,Adwords,33.2,January 2023
2023-01-30,4882,84,8,56,1.72,9.52,0.67,Adwords,7.0,January 2023
2023-02-01,3758,46,6,71,1.22,13.04,1.54,Adwords,11.83,February 2023
2023-02-01,4185,53,9,117,1.27,16.98,2.21,Adwords,13.0,February 2023
2023-02-01,4002,61,9,150,1.52,14.75,2.46,Adwords,16.67,February 2023
2023-02-03,4121,69,5,106,1.67,7.25,1.54,Adwords,21.2,February 2023
2023-02-03,4860,78,6,85,1.6,7.69,1.09,Adwords,14.17,February 2023
2023-02-05,5403,75,4,154,1.39,5.33,2.05,Adwords,38.5,February 2023
2023-02-06,5055,56,4,163,1.11,7.14,2.91,Adwords,40.75,February 2023
2023-02-06,4276,64,4,110,1.5,6.25,1.72,Adwords,27.5,February 2023
2023-02-06,4049,41,7,60,1.01,17.07,1.46,Adwords,8.57,February 2023
2023-02-07,5385,34,8,62,0.63,23.53,1.82,Adwords,7.75,February 2023
2023-02-07,5626,70,6,188,1.24,8.57,2.69,Adwords,31.33,February 2023
2023-02-08,5463,46,4,178,0.84,8.7,3.87,Adwords,44.5,February 2023
2023-02-08,3939,53,5,63,1.35,9.43,1.19,Adwords,12.6,February 2023
2023-02-11,5631,77,8,146,1.37,10.39,1.9,Adwords,18.25,February 2023
2023-02-13,5749,36,9,99,0.63,25.0,2.75,Adwords,11.0,February 2023
2023-02-13,4829,44,6,119,0.91,13.64,2.7,Adwords,19.83,February 2023
2023-02-14,5245,70,9,92,1.33,12.86,1.31,Adwords,10.22,February 2023
2023-02-15,4125,45,5,61,1.09,11.11,1.36,Adwords,12.2,February 2023
2023-02-15,5664,55,9,102,0.97,16.36,1.85,Adwords,11.33,February 2023
2023-02-16,4487,41,5,192,0.91,12.2,4.68,Adwords,38.4,February 2023
2023-02-16,4924,49,4,88,1.0,8.16,1.8,Adwords,22.0,February 2023
2023-02-17,4098,53,4,174,1.29,7.55,3.28,Adwords,43.5,February 2023
2023-02-17,5290,48,3,91,0.91,6.25,1.9,Adwords,30.33,February 2023
2023-02-17,5559,85,6,194,1.53,7.06,2.28,Adwords,32.33,February 2023
2023-02-18,5415,53,7,99,0.98,13.21,1.87,Adwords,14.14,February 2023
2023-02-19,5430,89,7,90,1.64,7.87,1.01,Adwords,12.86,February 2023
2023-02-20,4450,56,4,136,1.26,7.14,2.43,Adwords,34.0,February 2023
2023-02-22,5478,82,7,107,1.5,8.54,1.3,Adwords,15.29,February 2023
2023-02-23,3786,37,4,147,0.98,10.81,3.97,Adwords,36.75,February 2023
2023-02-23,5421,40,9,58,0.74,22.5,1.45,Adwords,6.44,February 2023
2023-02-24,4644,61,3,74,1.31,4.92,1.21,Adwords,24.67,February 2023
2023-02-26,4169,84,4,79,2.01,4.76,0.94,Adwords,19.75,February 2023
2023-03-01,5603,48,4,114,0.86,8.33,2.38,Adwords,28.5,March 2023
2023-03-02,4859,51,6,51,1.05,11.76,1.0,Adwords,8.5,March 2023
2023-03-03,5356,83,6,78,1.55,7.23,0.94,Adwords,13.0,March 2023
2023-03-03,4838,75,9,78,1.55,12.0,1.04,Adwords,8.67,March 2023
2023-03-03,3806,32,4,198,0.84,12.5,6.19,Adwords,49.5,March 2023
2023-03-05,4345,78,7,193,1.8,8.97,2.47,Adwords,27.57,March 2023
2023-03-07,5103,57,8,142,1.12,14.04,2.49,Adwords,17.75,March 2023
2023-03-08,4799,85,6,145,1.77,7.06,1.71,Adwords,24.17,March 2023
2023-03-09,4902,42,6,88,0.86,14.29,2.1,Adwords,14.67,March 2023
2023-03-11,5293,42,9,178,0.79,21.43,4.24,Adwords,19.78,March 2023
2023-03-13,5306,35,8,189,0.66,22.86,5.4,Adwords,23.62,March 2023
2023-03-13,3764,78,4,158,2.07,5.13,2.03,Adwords,39.5,March 2023
2023-03-14,4920,68,4,125,1.38,5.88,1.84,Adwords,31.25,March 2023
2023-03-15,3888,39,8,198,1.0,20.51,5.08,Adwords,24.75,March 2023
2023-03-16,4571,36,5,179,0.79,13.89,4.97,Adwords,35.8,March 2023
2023-03-18,4388,65,7,113,1.48,10.77,1.74,Adwords,16.14,March 2023
2023-03-18,4352,82,3,123,1.88,3.66,1.5,Adwords,41.0,March 2023
2023-03-22,3882,35,6,147,0.9,17.14,4.2,Adwords,24.5,March 2023
2023-03-24,4506,35,6,80,0.78,17.14,2.29,Adwords,13.33,March 2023
2023-03-24,5466,66,7,82,1.21,10.61,1.24,Adwords,11.71,March 2023
2023-03-25,4101,67,6,197,1.63,8.96,2.94,Adwords,32.83,March 2023
2023-03-27,4996,86,3,118,1.72,3.49,1.37,Adwords,39.33,March 2023
2023-03-27,3715,88,5,105,2.37,5.68,1.19,Adwords,21.0,March 2023
2023-03-28,4302,57,5,131,1.32,8.77,2.3,Adwords,26.2,March 2023
2023-03-29,5303,80,8,185,1.51,10.0,2.31,Adwords,23.12,March 2023
2023-03-29,5382,89,3,92,1.65,3.37,1.03,Adwords,30.67,March 2023
2023-04-02,4697,70,4,100,1.49,5.71,1.43,Adwords,25.0,April 2023
2023-04-03,4975,34,6,129,0.68,17.65,3.79,Adwords,21.5,April 2023
2023-04-04,3752,77,3,57,2.05,3.9,0.74,Adwords,19.0,April 2023
2023-04-05,5185,56,4,75,1.08,7.14,1.34,Adwords,18.75,April 2023
2023-04-08,5109,78,9,51,1.53,11.54,0.65,Adwords,5.67,April 2023
2023-04-10,4546,83,3,106,1.83,3.61,1.28,Adwords,35.33,April 2023
2023-04-11,4739,74,5,106,1.56,6.76,1.43,Adwords,21.2,April 2023
2023-04-12,5177,45,5,126,0.87,11.11,2.8,Adwords,25.2,April 2023
2023-04-12,4834,70,5,108,1.45,7.14,1.54,Adwords,21.6,April 2023
2023-04-15,4943,73,7,63,1.48,9.59,0.86,Adwords,9.0,April 2023
2023-04-18,4995,75,3,60,1.5,4.0,0.8,Adwords,20.0,April 2023
2023-04-21,5686,83,4,132,1.46,4.82,1.59,Adwords,33.0,April 2023
2023-04-22,4433,42,7,123,0.95,16.67,2.93,Adwords,17.57,April 2023
2023-04-22,4719,58,4,160,1.23,6.9,2.76,Adwords,40.0,April 2023
2023-04-23,4891,51,5,170,1.04,9.8,3.33,Adwords,34.0,April 2023
2023-04-24,3772,78,8,112,2.07,10.26,1.44,Adwords,14.0,April 2023
2023-04-24,4003,41,8,118,1.02,19.51,2.88,Adwords,14.75,April 2023
2023-04-24,4753,44,5,148,0.93,11.36,3.36,Adwords,29.6,April 2023
2023-04-25,5564,85,4,120,1.53,4.71,1.41,Adwords,30.0,April 2023
2023-04-25,4061,40,3,189,0.98,7.5,4.72,Adwords,63.0,April 2023
2023-04-26,3909,54,6,161,1.38,11.11,2.98,Adwords,26.83,April 2023
2023-04-26,3910,56,4,140,1.43,7.14,2.5,Adwords,35.0,April 2023
2023-04-27,4032,57,5,95,1.41,8.77,1.67,Adwords,19.0,April 2023
2023-04-28,3833,65,8,143,1.7,12.31,2.2,Adwords,17.88,April 2023
2023-04-28,4275,31,5,51,0.73,16.13,1.65,Adwords,10.2,April 2023
2023-04-30,4901,53,6,75,1.08,11.32,1.42,Adwords,12.5,April 2023
2023-05-03,4145,39,8,177,0.94,20.51,4.54,Adwords,22.12,May 2023
2023-05-04,4652,60,8,112,1.29,13.33,1.87,Adwords,14.0,May 2023
2023-05-04,5264,83,9,81,1.58,10.84,0.98,Adwords,9.0,May 2023
2023-05-06,4256,69,8,97,1.62,11.59,1.41,Adwords,12.12,May 2023
2023-05-06,4353,88,7,70,2.02,7.95,0.8,Adwords,10.0,May 2023
2023-05-06,5504,35,6,107,0.64,17.14,3.06,Adwords,17.83,May 2023
2023-05-07,4359,38,9,108,0.87,23.68,2.84,Adwords,12.0,May 2023
2023-05-07,5692,38,6,194,0.67,15.79,5.11,Adwords,32.33,May 2023
2023-05-07,4672,59,6,52,1.26,10.17,0.88,Adwords,8.67,May 2023
2023-05-07,5659,71,8,197,1.25,11.27,2.77,Adwords,24.62,May 2023
2023-05-08,5064,34,3,177,0.67,8.82,5.21,Adwords,59.0,May 2023
2023-05-08,4497,56,6,84,1.25,10.71,1.5,Adwords,14.0,May 2023
2023-05-09,4089,40,9,168,0.98,22.5,4.2,Adwords,18.67,May 2023
2023-05-09,4251,41,4,153,0.96,9.76,3.73,Adwords,38.25,May 2023
2023-05-10,5020,83,9,148,1.65,10.84,1.78,Adwords,16.44,May 2023
2023-05-13,5667,45,3,191,0.79,6.67,4.24,Adwords,63.67,May 2023
2023-05-14,4030,37,4,65,0.92,10.81,1.76,Adwords,16.25,May 2023
2023-05-14,3936,84,4,165,2.13,4.76,1.96,Adwords,41.25,May 2023
2023-05-16,3901,41,7,179,1.05,17.07,4.37,Adwords,25.57,May 2023
2023-05-18,3744,43,9,148,1.15,20.93,3.44,Adwords,16.44,May 2023
2023-05-18,5056,84,8,131,1.66,9.52,1.56,Adwords,16.38,May 2023
2023-05-18,5750,31,9,53,0.54,29.03,1.71,Adwords,5.89,May 2023
2023-05-19,5483,69,5,163,1.26,7.25,2.36,Adwords,32.6,May 2023
2023-05-21,4764,82,5,142,1.72,6.1,1.73,Adwords,28.4,May 2023
2023-05-24,5622,72,6,141,1.28,8.33,1.96,Adwords,23.5,May 2023
2023-05-27,4953,75,9,187,1.51,12.0,2.49,Adwords,20.78,May 2023
2023-05-27,5386,80,6,123,1.49,7.5,1.54,Adwords,20.5,May 2023
2023-05-29,5534,39,3,155,0.7,7.69,3.97,Adwords,51.67,May 2023
2023-06-01,4367,46,7,191,1.05,15.22,4.15,Adwords,27.29,June 2023
2023-06-03,5700,86,3,152,1.51,3.49,1.77,Adwords,50.67,June 2023
2023-06-03,5518,47,9,112,0.85,19.15,2.38,Adwords,12.44,June 2023
2023-06-04,4916,65,7,178,1.32,10.77,2.74,Adwords,25.43,June 2023
2023-06-04,5366,41,3,74,0.76,7.32,1.8,Adwords,24.67,June 2023
2023-06-05,5643,41,3,121,0.73,7.32,2.95,Adwords,40.33,June 2023
2023-06-07,4901,55,3,182,1.12,5.45,3.31,Adwords,60.67,June 2023
2023-06-07,3780,76,5,102,2.01,6.58,1.34,Adwords,20.4,June 2023
2023-06-08,5655,69,5,118,1.22,7.25,1.71,Adwords,23.6,June 2023
2023-06-08,3927,49,3,58,1.25,6.12,1.18,Adwords,19.33,June 2023
2023-06-09,4630,79,4,109,1.71,5.06,1.38,Adwords,27.25,June 2023
2023-06-09,4076,34,6,89,0.83,17.65,2.62,Adwords,14.83,June 2023
2023-06-13,4759,33,4,70,0.69,12.12,2.12,Adwords,17.5,June 2023
2023-06-14,5466,78,8,167,1.43,10.26,2.14,Adwords,20.88,June 2023
2023-06-15,4316,35,7,103,0.81,20.0,2.94,Adwords,14.71,June 2023
2023-06-16,5184,52,3,56,1.0,5.77,1.08,Adwords,18.67,June 2023
2023-06-16,5002,42,5,171,0.84,11.9,4.07,Adwords,34.2,June 2023
2023-06-16,4326,81,5,158,1.87,6.17,1.95,Adwords,31.6,June 2023
2023-06-17,4800,87,9,54,1.81,10.34,0.62,Adwords,6.0,June 2023
2023-06-21,3800,79,5,158,2.08,6.33,2.0,Adwords,31.6,June 2023
2023-07-01,5591,43,5,160,0.77,11.63,3.72,Adwords,32.0,July 2023
2023-07-01,5281,49,3,117,0.93,6.12,2.39,Adwords,39.0,July 2023
2023-07-02,5521,36,5,195,0.65,13.89,5.42,Adwords,39.0,July 2023
2023-07-03,4502,43,7,72,0.96,16.28,1.67,Adwords,10.29,July 2023
2023-07-03,5603,62,4,168,1.11,6.45,2.71,Adwords,42.0,July 2023
2023-07-04,5457,70,6,148,1.28,8.57,2.11,Adwords,24.67,July 2023
2023-07-04,4230,56,9,188,1.32,16.07,3.36,Adwords,20.89,July 2023
2023-07-05,4999,62,5,82,1.24,8.06,1.32,Adwords,16.4,July 2023
2023-07-06,5198,72,6,89,1.39,8.33,1.24,Adwords,14.83,July 2023
2023-07-06,4482,65,9,187,1.45,13.85,2.88,Adwords,20.78,July 2023
2023-07-07,5260,84,3,138,1.6,3.57,1.64,Adwords,46.0,July 2023
2023-07-08,5343,42,5,186,0.79,11.9,4.43,Adwords,37.2,July 2023
2023-07-08,4622,68,3,138,1.47,4.41,2.03,Adwords,46.0,July 2023
2023-07-08,5596,78,7,142,1.39,8.97,1.82,Adwords,20.29,July 2023
2023-07-09,5306,33,8,108,0.62,24.24,3.27,Adwords,13.5,July 2023
2023-07-11,3973,77,8,196,1.94,10.39,2.55,Adwords,24.5,July 2023
2023-07-16,5621,85,3,134,1.51,3.53,1.58,Adwords,44.67,July 2023
2023-07-17,5554,61,8,96,1.1,13.11,1.57,Adwords,12.0,July 2023
2023-07-17,5362,86,5,156,1.6,5.81,1.81,Adwords,31.2,July 2023
2023-07-19,5509,58,6,105,1.05,10.34,1.81,Adwords,17.5,July 2023
2023-07-20,3898,76,3,147,1.95,3.95,1.93,Adwords,49.0,July 2023
2023-07-20,4155,43,6,132,1.03,13.95,3.07,Adwords,22.0,July 2023
2023-07-21,4962,81,6,172,1.63,7.41,2.12,Adwords,28.67,July 2023
2023-07-23,5166,57,4,144,1.1,7.02,2.53,Adwords,36.0,July 2023
2023-07-23,5366,57,6,68,1.06,10.53,1.19,Adwords,11.33,July 2023
2023-07-24,4808,88,7,75,1.83,7.95,0.85,Adwords,10.71,July 2023
2023-07-24,4079,76,4,78,1.86,5.26,1.03,Adwords,19.5,July 2023
2023-07-24,5634,86,9,196,1.53,10.47,2.28,Adwords,21.78,July 2023
2023-07-25,5688,71,4,65,1.25,5.63,0.92,Adwords,16.25,July 2023
2023-07-25,4200,74,9,196,1.76,12.16,2.65,Adwords,21.78,July 2023
2023-07-25,5355,81,7,188,1.51,8.64,2.32,Adwords,26.86,July 2023
2023-07-25,4570,65,3,152,1.42,4.62,2.34,Adwords,50.67,July 2023
2023-07-26,4815,56,7,93,1.16,12.5,1.66,Adwords,13.29,July 2023
2023-07-27,5425,51,7,86,0.94,13.73,1.69,Adwords,12.29,July 2023
2023-07-27,4493,45,6,172,1.0,13.33,3.82,Adwords,28.67,July 2023
2023-07-27,5093,57,8,101,1.12,14.04,1.77,Adwords,12.62,July 2023
2023-07-28,5058,77,3,195,1.52,3.9,2.53,Adwords,65.0,July 2023
2023-07-28,5442,64,3,196,1.18,4.69,3.06,Adwords,65.33,July 2023
2023-07-29,4486,45,4,147,1.0,8.89,3.27,Adwords,36.75,July 2023
2023-07-29,4185,40,8,103,0.96,20.0,2.58,Adwords,12.88,July 2023
2023-07-30,3868,63,6,187,1.63,9.52,2.97,Adwords,31.17,July 2023
2023-07-30,3946,78,4,56,1.98,5.13,0.72,Adwords,14.0,July 2023
2023-07-30,5529,59,7,91,1.07,11.86,1.54,Adwords,13.0,July 2023
2023-07-31,5644,80,4,128,1.42,5.0,1.6,Adwords,32.0,July 2023
2023-08-02,5692,32,9,191,0.56,28.12,5.97,Adwords,21.22,August 2023
2023-08-02,5089,74,3,56,1.45,4.05,0.76,Adwords,18.67,August 2023
2023-08-05,3970,85,9,126,2.14,10.59,1.48,Adwords,14.0,August 2023
2023-08-05,3814,32,3,99,0.84,9.38,3.09,Adwords,33.0,August 2023
2023-08-08,5335,62,3,85,1.16,4.84,1.37,Adwords,28.33,August 2023
2023-08-12,5220,38,6,84,0.73,15.79,2.21,Adwords,14.0,August 2023
2023-08-12,4500,72,5,140,1.6,6.94,1.94,Adwords,28.0,August 2023
2023-08-14,4643,50,8,73,1.08,16.0,1.46,Adwords,9.12,August 2023
2023-08-14,3743,34,3,62,0.91,8.82,1.82,Adwords,20.67,August 2023
2023-08-14,4827,74,6,57,1.53,8.11,0.77,Adwords,9.5,August 2023
2023-08-15,5716,45,6,81,0.79,13.33,1.8,Adwords,13.5,August 2023
2023-08-17,5472,48,7,122,0.88,14.58,2.54,Adwords,17.43,August 2023
2023-08-17,4620,31,6,191,0.67,19.35,6.16,Adwords,31.83,August 2023
2023-08-20,5251,85,4,189,1.62,4.71,2.22,Adwords,47.25,August 2023
2023-08-21,4833,84,5,135,1.74,5.95,1.61,Adwords,27.0,August 2023
2023-08-21,3759,33,7,185,0.88,21.21,5.61,Adwords,26.43,August 2023
2023-08-22,5074,39,6,86,0.77,15.38,2.21,Adwords,14.33,August 2023
2023-08-23,4008,48,9,127,1.2,18.75,2.65,Adwords,14.11,August 2023
2023-08-25,5631,71,6,190,1.26,8.45,2.68,Adwords,31.67,August 2023
2023-08-26,3839,78,5,72,2.03,6.41,0.92,Adwords,14.4,August 2023
2023-08-27,4072,37,6,72,0.91,16.22,1.95,Adwords,12.0,August 2023
2023-08-29,3796,61,3,198,1.61,4.92,3.25,Adwords,66.0,August 2023
2023-08-30,4792,67,9,97,1.4,13.43,1.45,Adwords,10.78,August 2023
2023-08-30,4213,66,4,140,1.57,6.06,2.12,Adwords,35.0,August 2023
2023-08-30,5365,43,8,127,0.8,18.6,2.95,Adwords,15.88,August 2023
2023-09-01,5053,45,7,133,0.89,15.56,2.96,Adwords,19.0,September 2023
2023-09-01,4201,45,4,78,1.07,8.89,1.73,Adwords,19.5,September 2023
2023-09-06,5287,42,5,115,0.79,11.9,2.74,Adwords,23.0,September 2023
2023-09-06,4383,83,9,179,1.89,10.84,2.16,Adwords,19.89,September 2023
2023-09-07,5042,70,8,149,1.39,11.43,2.13,Adwords,18.62,September 2023
2023-09-08,4472,57,6,56,1.27,10.53,0.98,Adwords,9.33,September 2023
2023-09-08,4385,68,8,164,1.55,11.76,2.41,Adwords,20.5,September 2023
2023-09-10,3927,34,9,184,0.87,26.47,5.41,Adwords,20.44,September 2023
2023-09-11,3892,52,6,140,1.34,11.54,2.69,Adwords,23.33,September 2023
2023-09-12,4206,79,5,55,1.88,6.33,0.7,Adwords,11.0,September 2023
2023-09-12,5672,36,7,59,0.63,19.44,1.64,Adwords,8.43,September 2023
2023-09-13,3790,59,6,123,1.56,10.17,2.08,Adwords,20.5,September 2023
2023-09-13,5408,57,8,194,1.05,14.04,3.4,Adwords,24.25,September 2023
2023-09-13,5376,32,9,96,0.6,28.12,3.0,Adwords,10.67,September 2023
2023-09-16,4892,54,5,137,1.1,9.26,2.54,Adwords,27.4,September 2023
2023-09-19,4568,62,6,110,1.36,9.68,1.77,Adwords,18.33,September 2023
2023-09-21,4011,78,8,97,1.94,10.26,1.24,Adwords,12.12,September 2023
2023-09-22,4626,88,6,168,1.9,6.82,1.91,Adwords,28.0,September 2023
2023-09-22,5655,57,3,172,1.01,5.26,3.02,Adwords,57.33,September 2023
2023-09-26,4531,85,7,83,1.88,8.24,0.98,Adwords,11.86,September 2023
2023-09-26,4283,89,9,155,2.08,10.11,1.74,Adwords,17.22,September 2023
2023-09-27,5570,31,9,147,0.56,29.03,4.74,Adwords,16.33,September 2023
2023-09-28,4717,66,9,107,1.4,13.64,1.62,Adwords,11.89,September 2023
2023-09-30,4790,59,5,167,1.23,8.47,2.83,Adwords,33.4,September 2023
2023-09-30,4055,70,5,192,1.73,7.14,2.74,Adwords,38.4,September 2023
2023-10-01,3927,42,9,144,1.07,21.43,3.43,Adwords,16.0,October 2023
2023-10-03,3932,37,6,73,0.94,16.22,1.97,Adwords,12.17,October 2023
2023-10-03,3803,83,4,117,2.18,4.82,1.41,Adwords,29.25,October 2023
2023-10-04,4317,74,4,192,1.71,5.41,2.59,Adwords,48.0,October 2023
2023-10-04,4605,55,7,108,1.19,12.73,1.96,Adwords,15.43,October 2023
2023-10-07,4792,60,5,184,1.25,8.33,3.07,Adwords,36.8,October 2023
2023-10-08,4193,45,3,170,1.07,6.67,3.78,Adwords,56.67,October 2023
2023-10-09,4857,65,5,83,1.34,7.69,1.28,Adwords,16.6,October 2023
2023-10-10,5184,59,6,176,1.14,10.17,2.98,Adwords,29.33,October 2023
2023-10-10,5639,70,8,151,1.24,11.43,2.16,Adwords,18.88,October 2023
2023-10-12,4668,48,6,96,1.03,12.5,2.0,Adwords,16.0,October 2023
2023-10-13,4259,75,7,63,1.76,9.33,0.84,Adwords,9.0,October 2023
2023-10-13,5261,36,6,147,0.68,16.67,4.08,Adwords,24.5,October 2023
2023-10-14,4266,52,4,68,1.22,7.69,1.31,Adwords,17.0,October 2023
2023-10-14,5501,36,5,110,0.65,13.89,3.06,Adwords,22.0,October 2023
2023-10-15,5649,67,8,84,1.19,11.94,1.25,Adwords,10.5,October 2023
2023-10-15,5001,52,5,173,1.04,9.62,3.33,Adwords,34.6,October 2023
2023-10-18,4062,75,9,77,1.85,12.0,1.03,Adwords,8.56,October 2023
2023-10-20,4950,74,8,57,1.49,10.81,0.77,Adwords,7.12,October 2023
2023-10-20,4602,83,4,129,1.8,4.82,1.55,Adwords,32.25,October 2023
2023-10-20,4006,32,4,170,0.8,12.5,5.31,Adwords,42.5,October 2023
2023-10-20,5434,49,4,120,0.9,8.16,2.45,Adwords,30.0,October 2023
2023-10-21,5262,68,6,153,1.29,8.82,2.25,Adwords,25.5,October 2023
2023-10-21,4247,86,3,199,2.02,3.49,2.31,Adwords,66.33,October 2023
2023-10-22,4497,82,4,196,1.82,4.88,2.39,Adwords,49.0,October 2023
2023-10-23,4951,42,9,199,0.85,21.43,4.74,Adwords,22.11,October 2023
2023-10-24,4189,65,5,99,1.55,7.69,1.52,Adwords,19.8,October 2023
2023-10-25,4984,36,9,66,0.72,25.0,1.83,Adwords,7.33,October 2023
2023-10-27,4574,86,8,50,1.88,9.3,0.58,Adwords,6.25,October 2023
2023-10-27,4818,63,5,67,1.31,7.94,1.06,Adwords,13.4,October 2023
2023-10-27,5649,60,3,198,1.06,5.0,3.3,Adwords,66.0,October 2023
2023-10-29,4554,78,7,165,1.71,8.97,2.12,Adwords,23.57,October 2023
2023-10-29,5368,68,6,69,1.27,8.82,1.01,Adwords,11.5,October 2023
2023-10-29,4530,45,3,193,0.99,6.67,4.29,Adwords,64.33,October 2023
2023-10-30,4016,46,7,180,1.15,15.22,3.91,Adwords,25.71,October 2023
2023-10-31,5023,33,6,99,0.66,18.18,3.0,Adwords,16.5,October 2023
2023-11-01,4527,35,5,59,0.77,14.29,1.69,Adwords,11.8,November 2023
2023-11-02,5159,55,5,88,1.07,9.09,1.6,Adwords,17.6,November 2023
2023-11-04,4578,43,5,116,0.94,11.63,2.7,Adwords,23.2,November 2023
2023-11-05,4274,63,8,154,1.47,12.7,2.44,Adwords,19.25,November 2023
2023-11-07,4868,86,5,80,1.77,5.81,0.93,Adwords,16.0,November 2023
2023-11-09,5180,77,8,155,1.49,10.39,2.01,Adwords,19.38,November 2023
2023-11-11,4911,40,8,78,0.81,20.0,1.95,Adwords,9.75,November 2023
2023-11-11,4492,71,7,72,1.58,9.86,1.01,Adwords,10.29,November 2023
2023-11-11,4631,52,8,77,1.12,15.38,1.48,Adwords,9.62,November 2023
2023-11-15,5502,89,9,86,1.62,10.11,0.97,Adwords,9.56,November 2023
2023-11-15,5364,82,9,64,1.53,10.98,0.78,Adwords,7.11,November 2023
2023-11-16,5291,63,9,146,1.19,14.29,2.32,Adwords,16.22,November 2023
2023-11-16,4832,60,6,150,1.24,10.0,2.5,Adwords,25.0,November 2023
2023-11-17,5046,84,8,102,1.66,9.52,1.21,Adwords,12.75,November 2023
2023-11-18,4957,40,9,68,0.81,22.5,1.7,Adwords,7.56,November 2023
2023-11-20,4765,75,4,70,1.57,5.33,0.93,Adwords,17.5,November 2023
2023-11-21,3786,37,8,169,0.98,21.62,4.57,Adwords,21.12,November 2023
2023-11-21,4065,78,7,160,1.92,8.97,2.05,Adwords,22.86,November 2023
2023-11-22,5610,32,8,177,0.57,25.0,5.53,Adwords,22.12,November 2023
2023-11-24,5590,35,4,123,0.63,11.43,3.51,Adwords,30.75,November 2023
2023-11-25,4741,61,9,198,1.29,14.75,3.25,Adwords,22.0,November 2023
2023-11-26,4940,51,9,131,1.03,17.65,2.57,Adwords,14.56,November 2023
2023-11-27,4654,48,6,95,1.03,12.5,1.98,Adwords,15.83,November 2023
2023-11-27,4551,60,3,98,1.32,5.0,1.63,Adwords,32.67,November 2023
2023-11-30,4044,63,3,186,1.56,4.76,2.95,Adwords,62.0,November 2023
2023-12-01,4531,56,4,122,1.24,7.14,2.18,Adwords,30.5,December 2023
2023-12-02,5716,38,8,138,0.66,21.05,3.63,Adwords,17.25,December 2023
2023-12-02,5220,65,4,102,1.25,6.15,1.57,Adwords,25.5,December 2023
2023-12-03,5700,86,3,192,1.51,3.49,2.23,Adwords,64.0,December 2023
2023-12-03,4874,63,8,105,1.29,12.7,1.67,Adwords,13.12,December 2023
2023-12-05,4638,49,5,71,1.06,10.2,1.45,Adwords,14.2,December 2023
2023-12-08,5202,86,8,172,1.65,9.3,2.0,Adwords,21.5,December 2023
2023-12-12,4583,43,5,179,0.94,11.63,4.16,Adwords,35.8,December 2023
2023-12-13,5252,87,9,78,1.66,10.34,0.9,Adwords,8.67,December 2023
2023-12-13,4120,88,8,95,2.14,9.09,1.08,Adwords,11.88,December 2023
2023-12-14,5292,50,9,149,0.94,18.0,2.98,Adwords,16.56,December 2023
2023-12-14,5469,51,3,68,0.93,5.88,1.33,Adwords,22.67,December 2023
2023-12-18,4792,65,6,53,1.36,9.23,0.82,Adwords,8.83,December 2023
2023-12-20,3833,46,4,200,1.2,8.7,4.35,Adwords,50.0,December 2023
2023-12-20,3737,74,3,144,1.98,4.05,1.95,Adwords,48.0,December 2023
2023-12-20,5454,46,7,188,0.84,15.22,4.09,Adwords,26.86,December 2023
2023-12-21,3842,58,6,197,1.51,10.34,3.4,Adwords,32.83,December 2023
2023-12-21,5236,66,5,110,1.26,7.58,1.67,Adwords,22.0,December 2023
2023-12-22,5727,71,7,171,1.24,9.86,2.41,Adwords,24.43,December 2023
2023-12-22,3740,74,7,83,1.98,9.46,1.12,Adwords,11.86,December 2023
2023-12-22,4440,35,6,184,0.79,17.14,5.26,Adwords,30.67,December 2023
2023-12-27,4774,61,9,149,1.28,14.75,2.44,Adwords,16.56,December 2023
2023-12-29,5693,48,7,121,0.84,14.58,2.52,Adwords,17.29,December 2023
2023-12-30,4712,44,7,100,0.93,15.91,2.27,Adwords,14.29,December 2023
2023-12-31,4148,63,8,97,1.52,12.7,1.54,Adwords,12.12,December 2023
